DATE,PAGE,TITLE,AUTHOR,POSITION,TRANSLATOR,GENDER,KORRUSNOM,GENRELIT,THEME,NATIONALITY,ORILANGUAGE,bigo
1940-03-06,2,,느. 모르,,,,,,,,,
1940-03-06,3,[caption],,,,,,,,,,
1940-03-06,3,,,,,,,,,,,
1940-03-06,3,,,,,,,,,,,
1940-03-06,3,,리항무,,,M,K,,,,,
1940-03-06,3,,브. 크루스꼬브,,,,,,,,,
1940-03-06,3,caption,TASS,,,,,,,,,
1940-03-06,4,,,,,,,,,,,
1940-03-06,4,,,,,,,,,,,
1940-03-06,4,,사일,,,M,K,,,,,
1940-03-06,4,,김미하일,꼴호즈내 ~건설의 길~ 벽신문 editorial,,M,R,,,,,
1940-03-06,4,,,,,,,,,,,
1940-03-06,4,subscription,editorial,,,,,,,,,
1940-03-06,4,[missing]광고,,,,,,,,,,
1940-03-08,1,,,,,,,,,,,
1940-03-08,1,caption,,,,,,,,,,
1940-03-08,1,,,,,,,,,,,
1940-03-08,1,,아. 오구네브.,쎄쎄쎄르 최고쏘베트 대의원,,,,,,,,
1940-03-08,2,,,,,,,,,,,
1940-03-08,2,,,,,,,,,,,
1940-03-08,3,,이. 라넵쓰끼,,,,,,,,,
1940-03-08,3,,조동규,,,M,K,,,,,
1940-03-08,3,caption,,,,,,,,,,
1940-03-08,3,caption,TASS,,,,,,,,,
1940-03-08,3,,이. 벨리쓰까야.,,,,,,,,,
1940-03-08,4,,,,,,,,,,,
1940-03-08,4,,,,,,,,,,,
1940-03-08,4,,렴사일,,,M,K,,,,,
1940-03-08,4,,,,,,,,,,,
1940-03-08,4,,TASS,,,,,,,,,
1940-03-08,4,,TASS,,,,,,,,,
1940-03-08,4,,,,,,,,,,,
1940-03-12,1,,,,,,,,,,,
1940-03-12,1,caption,TASS,,,,,,,,,
1940-03-12,1,,전동맹공산당 (볼) 중앙위원회,,,,,,,,,
1940-03-12,1,,깔리닌 ,,,,,,,,,
1940-03-12,1,,깔리닌 ,,,,,,,,,
1940-03-12,2,,,,,,,,,,,
1940-03-12,2,,,,,,,,,,,
1940-03-12,3,,김정섭,,,M,K,,,,,
1940-03-12,3,,사일,,,M,K,,,,,
1940-03-12,3,,조동규,,,M,K,,,,,
1940-03-12,4,,므. 먈랴르.,,,,,,,,,
1940-03-12,4,,,,,,,,,,,
1940-03-12,4,,,,,,,,,,,
1940-03-12,4,subscription,editorial,,,,,,,,,
1940-03-12,4,,,,,,,,,,,
1940-03-12,4,,TASS,,,,,,,,,
1940-03-12,4,,editorial,,,,,,,,,
1940-03-12,4,[missing]광고,,,,,,,,,,
1940-03-16,1,,PRAVDA,,,,,,,,,
1940-03-16,1,caption,TASS,,,,,,,,,
1940-03-16,1,,김관묵,,,M,K,,,,,
1940-03-16,2,,,,,,,,,,,
1940-03-16,2,,,,,,,,,,,
1940-03-16,2,,,,,,,,,,,
1940-03-16,2,,TASS,,,,,,,,,
1940-03-16,2,,,,,,,,,,,
1940-03-16,3,,,,,,,,,,,
1940-03-16,3,,씨그날,,,,,,,,,
1940-03-16,3,,,,,,,,,,,
1940-03-16,4,,사일,,,M,K,,,,,
1940-03-16,4,,장명숙,,,F,K,,,,,
1940-03-16,4,caption,TASS,,,,,,,,,
1940-03-16,4,,전상섭,,,M,K,,,,,
1940-03-16,4,,,,,,,,,,,
1940-03-16,4,,,,,,,,,,,
1940-03-16,4,,,,,,,,,,,
1940-03-16,4,,사실대로,,,,,,,,,
1940-03-18,1,,,,,,,,,,,
1940-03-18,1,,,,,,,,,,,
1940-03-18,1,,보는대로,,,,,,,,,
1940-03-18,1,caption,,,,,,,,,,
1940-03-18,1,,,,,,,,,,,
1940-03-18,2,,,,,,,,,,,
1940-03-18,3,,,,,,,,,,,
1940-03-18,3,caption,,,,,,,,,,
1940-03-18,3,,,,,,,,,,,
1940-03-18,3,caption,TASS,,,,,,,,,
1940-03-18,3,subscription,editorial,,,,,,,,,
1940-03-18,4,caption,,,,,,,,,,
1940-03-18,4,caption,,,,,,,,,,
1940-03-18,4,caption,,,,,,,,,,
1940-03-18,4,,베게세브,씨르-다리야 구역집행위원회 회장,,,,,,,,
1940-03-18,4,,사일,,,M,K,,,,,
1940-03-18,4,정오,editorial,,,,,,,,,
1940-03-22,1,,,,,,,,,,,
1940-03-22,1,,공청동맹 조직원 박춘섭,,,,,,,,,
1940-03-22,1,,김관묵,,,M,K,,,,,
1940-03-22,1,caption,,,,,,,,,,
1940-03-22,1,,,,,,,,,,,
1940-03-22,2,,,,,,,,,,,
1940-03-22,2,,카사흐쓰딴 공산당(볼) 중앙위원회,,,,,,,,,
1940-03-22,2,,황승만,,,M,K,,,,,
1940-03-22,2,,김관묵,,,M,K,,,,,
1940-03-22,2,,TASS,,,,,,,,,
1940-03-22,2,,렴사일,,,M,K,,,,,
1940-03-22,3,,,,,,,,,,,
1940-03-22,3,,,,,,,,,,,
1940-03-22,3,,,,,,,,,,,
1940-03-22,3,외국잡보 [korea],,,,,,,,,,
1940-03-22,3,caption,TASS,,,,,,,,,
1940-03-22,3,caption,TASS,,,,,,,,,
1940-03-22,3,caption,TASS,,,,,,,,,
1940-03-22,4,caption   map,,,,,,,,,,
1940-03-22,4,,박사 아. 쓰보로진체브,,,,,,,,,
1940-03-22,4,,참석인,,,,,,,,,
1940-03-22,4,,폭발탄,,,,,,,,,
1940-03-22,4,subscription,editorial,,,,,,,,,
1940-03-24,1,,kz PRAVDA,,,,,,,,,
1940-03-24,1,caption,TASS,,,,,,,,,
1940-03-24,1,,깔리닌 ,,,,,,,,,
1940-03-24,1,,TASS,,,,,,,,,
1940-03-24,2,,김희철,,,M,K,,,,,
1940-03-24,2,,,,,,,,,,,
1940-03-24,2,,TASS,,,,,,,,,
1940-03-24,2,caption,,,,,,,,,,
1940-03-24,2,caption,TASS,,,,,,,,,
1940-03-24,2,,,,,,,,,,,
1940-03-24,3,,editorial,,,,,,,,,
1940-03-24,3,,,,,,,,,,,
1940-03-24,3,,,,,,,,,,,
1940-03-24,3,,남,,,M,K,,,,,
1940-03-24,3,caption,TASS,,,,,,,,,
1940-03-24,3,,김 와실리,주농무부 농학긔사,,M,R,,,,,
1940-03-24,4,,조동규,,,M,K,,,,,
1940-03-24,4,,KAZTAG,,,,,,,,,
1940-03-24,4,,김빠웰,,,M,R,,,,,
1940-03-24,4,,TASS,,,,,,,,,
1940-03-24,4,,보는대로,,,,,,,,,
1940-03-24,4,,editorial,,,,,,,,,
1940-03-28,1,,,,,,,,,,,
1940-03-28,2,,,,,,,,,,,
1940-03-28,3,,,,,,,,,,,
1940-03-28,4,,,,,,,,,,,
1940-03-30,1,,,,,,,,,,,
1940-03-30,2,,,,,,,,,,,
1940-03-30,3,,,,,,,,,,,
1940-03-30,4,,,,,,,,,,,
1940-03-30,4,정오,editorial,,,,,,,,,
1940-03-30,4,subscription,editorial,,,,,,,,,
1940-04-04,1,,,,,,,,,,,
1940-04-04,1,caption,,,,,,,,,,
1940-04-04,2,,,,,,,,,,,
1940-04-04,3,,,,,,,,,,,
1940-04-04,4,,,,,,,,,,,
1940-04-04,4,,,,,,,,,,,
1940-04-04,4,,,,,,,,,,,
1940-04-06,1,,,,,,,,,,,
1940-04-06,1,,,,,,,,,,,
1940-04-06,1,,,,,,,,,,,
1940-04-06,2,,,,,,,,,,,
1940-04-06,2,caption,TASS,,,,,,,,,
1940-04-06,2,,,,,,,,,,,
1940-04-06,2,,이. 꼬쓰찐,,,,,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,조동규,,,M,K,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,사일,,,M,K,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,3,,,,,,,,,,,
1940-04-06,4,,박치범,,,M,K,,,,,
1940-04-06,4,,김주환,,,M,K,,,,,
1940-04-06,4,,TASS,,,,,,,,,
1940-04-06,4,,TASS,,,,,,,,,
1940-04-06,4,,TASS,,,,,,,,,
1940-04-06,4,,TASS,,,,,,,,,
1940-04-06,4,,동규,,,M,K,,,,,
1940-04-06,4,,,,,,,,,,,
1940-04-06,4,,의사 춘슌,,,,,,,,,
1940-04-06,4,missing 광고,,,,,,,,,,
1940-04-10,1,,,,,,,,,,,
1940-04-10,1,,,,,,,,,,,
1940-04-10,1,,,,,,,,,,,
1940-04-10,1,,,,,,,,,,,
1940-04-10,2,,강알렉쎄이,크슬-오르다 시당위원회 선전부장,,M,R,,,,,
1940-04-10,2,,,,,,,,,,,
1940-04-10,2,,브. 블라지미로브,,,,,,,,,
1940-04-10,3,,아브드라흐마노브,대돌건축지도자,,,,,,,,
1940-04-10,3,,김춘봉,~인떼르나치오날~꼴호즈원,,M,K,,,,,
1940-04-10,3,,,,,,,,,,,
1940-04-10,3,,,,,,,,,,,
1940-04-10,3,,,,,,,,,,,
1940-04-10,3,,,,,,,,,,,
1940-04-10,3,,렴사일,,,M,K,,,,,
1940-04-10,3,,고낙천,,,M,K,,,,,
1940-04-10,4,,최 그..,,,M,R,,,,,
1940-04-10,4,,긔자 ~공산~,주농무부 동무학긔수,,,,,,,,
1940-04-10,4,,김희철,,,M,K,,,,,
1940-04-10,4,,통신,,,,,,,,,
1940-04-10,4,,,,,,,,,,,
1940-04-10,4,subscription,editorial,,,,,,,,,
1940-04-10,4,,TASS,,,,,,,,,
1940-04-10,4,,TASS,,,,,,,,,
1940-04-12,1,,깔리닌 ,,,,,,,,,
1940-04-12,1,,,,,,,,,,,
1940-04-12,1,,TASS,,,,,,,,,
1940-04-12,1,,TASS,,,,,,,,,
1940-04-12,1,,TASS,,,,,,,,,
1940-04-12,2,,브. 까따냔,,,,,,,,,
1940-04-12,2,caption 마야꼽쓰끼,,,,,,,,,,
1940-04-12,2,,므. 로자노바.,,,,,,,,,
1940-04-12,2,,,,,,,,,,,
1940-04-12,3,,,,,,,,,,,
1940-04-12,3,caption,,,,,,,,,,
1940-04-12,3,caption,,,,,,,,,,
1940-04-12,4,,,,,,,,,,,
1940-04-12,4,,렴사일,,,M,K,,,,,
1940-04-12,4,,김일천,,,M,K,,,,,
1940-04-12,4,,,,,,,,,,,
1940-04-12,4,caption,TASS,,,,,,,,,
1940-04-12,4,,,,,,,,,,,
1940-04-12,4,,,,,,,,,,,
1940-04-12,4,,조동규,,,M,K,,,,,
1940-04-12,4,missing 광고,,,,,,,,,,
1940-04-16,1,,,,,,,,,,,
1940-04-16,1,caption,TASS,,,,,,,,,
1940-04-16,2,,쓰딸린,,,,,,,,,
1940-04-16,3,,,,,,,,,,,
1940-04-16,3,,,,,,,,,,,
1940-04-16,3,,,,,,,,,,,
1940-04-16,3,,김긔남,,,M,K,,,,,
1940-04-16,3,,사실대로,,,,,,,,,
1940-04-16,3,caption,,,,,,,,,,
1940-04-16,4,,남해룡,,,M,K,,,,,
1940-04-16,4,,,,,,,,,,,
1940-04-16,4,,,,,,,,,,,
1940-04-16,4,caption,,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-16,4,,TASS,,,,,,,,,
1940-04-18,1,,몰로또브,,,,,,,,,
1940-04-18,1,table,,,,,,,,,,
1940-04-18,1,table,,,,,,,,,,
1940-04-18,2,,단층,,,,,,,,,
1940-04-18,2,,방영국,,,M,K,,,,,
1940-04-18,2,caption,TASS,,,,,,,,,
1940-04-18,2,,김득만,,,M,K,,,,,
1940-04-18,2,,고낙천,,,M,K,,,,,
1940-04-18,2,,브. 이와노브,,,,,,,,,
1940-04-18,2,caption,,,,,,,,,,
1940-04-18,3,,김,농업전람회 그루빠 지도자,,M,K,,,,,
1940-04-18,3,,렴,,,M,K,,,,,
1940-04-18,3,,씨스듸꼬브,씨르다리야 ~카스리쓰~ 꼴호즈원,,,,,,,,
1940-04-18,3,,사일,,,M,K,,,,,
1940-04-18,3,,김병선,,,M,K,,,,,
1940-04-18,3,caption,,,,,,,,,,
1940-04-18,3,,남,,,M,K,,,,,
1940-04-18,3,,,,,,,,,,,
1940-04-18,4,,일,,,M,K,,,,,
1940-04-18,4,,조동규,,,M,K,,,,,
1940-04-18,4,,,,,,,,,,,
1940-04-18,4,,지 그리고리,,,M,R,,,,,
1940-04-18,4,,,,,,,,,,,
1940-04-18,4,,,,,,,,,,,
1940-04-18,4,,남천,,,M,K,,,,,
1940-04-18,4,,,,,,,,,,,
1940-04-18,4,,TASS,,,,,,,,,
1940-04-18,4,,TASS,,,,,,,,,
1940-04-18,4,,TASS,,,,,,,,,
1940-04-22,1,,,,,,,,,,,
1940-04-22,1,caption,,,,,,,,,,
1940-04-22,1,,아. 알릴루예바.,,,,,,,,,
1940-04-22,2,caption,아. 에를리흐,,,,,,,,,
1940-04-22,2,,느. 꼬쓰찐,,,,,,,,,
1940-04-22,3,,,,,,,,,,,
1940-04-22,3,caption,,,,,,,,,,
1940-04-22,3,caption,,,,,,,,,,
1940-04-22,4,caption,,,,,,,,,,
1940-04-22,4,,느. 메쎄랴꼬브.,,,,,,,,,
1940-04-22,4,,,,,,,,,,,
1940-04-22,4,,조동규,,,M,K,,,,,
1940-04-22,4,,방영국,,,M,K,,,,,
1940-04-22,4,caption map,,,,,,,,,,
1940-04-22,4,,TASS,,,,,,,,,
1940-04-22,4,,TASS,,,,,,,,,
1940-04-22,4,,김영철,,,M,K,,,,,
1940-04-24,1,,,,,,,,,,,
1940-04-24,1,,,,,,,,,,,
1940-04-24,1,caption,TASS,,,,,,,,,
1940-04-24,1,,몰로또브,,,,,,,,,
1940-04-24,1,table,,,,,,,,,,
1940-04-24,2,,므. 실로브,,,,,,,,,
1940-04-24,2,caption,,,,,,,,,,
1940-04-24,3,,,,,,,,,,,
1940-04-24,4,,TASS,,,,,,,,,
1940-04-24,4,,,,,,,,,,,
1940-04-24,4,,,,,,,,,,,
1940-04-24,4,,고낙천,,,M,K,,,,,
1940-04-24,4,,,,,,,,,,,
1940-04-24,4,,김병선,,,M,K,,,,,
1940-04-24,4,caption,TASS,,,,,,,,,
1940-04-24,4,,장안돈,,,M,K,,,,,
1940-04-24,4,,리해룡,,,M,K,,,,,
1940-04-24,4,,방영국,,,M,K,,,,,
1940-04-24,4,,정말,,,,,,,,,
1940-04-24,4,,말,,,,,,,,,
1940-04-28,1,,,,,,,,,,,
1940-04-28,1,table,몰로또브,,,,,,,,,
1940-04-28,1,caption,TASS,,,,,,,,,
1940-04-28,2,,깔리닌,,,,,,,,,
1940-04-28,2,,김희철,,,M,K,,,,,
1940-04-28,2,,,,,,,,,,,
1940-04-28,3,caption,,,,,,,,,,
1940-04-28,3,literature,김증손,,,M,K,poetry,Praising Mayakovsky,Korean,Korean,
1940-04-28,3,literature,최양석,,,M,K,poetry,Praising River Syr Darya,Korean,Korean,
1940-04-28,3,literature,우가이 블라지미르,,,M,R,poetry,Soviet Patriotism,Korean,Korean,
1940-04-28,3,literature,연성용,,,M,K,poetry,Praising Syr Darya,Korean,Korean,
1940-04-28,3,,정동우,,,M,K,,,,,
1940-04-28,3,caption,TASS,,,,,,,,,
1940-04-28,3,,조동규,,,M,K,,,,,
1940-04-28,4,,TASS,,,,,,,,,
1940-04-28,4,,TASS,,,,,,,,,
1940-04-28,4,,TASS,,,,,,,,,
1940-04-28,4,,TASS,,,,,,,,,
1940-04-28,4,,,,,,,,,,,
1940-04-28,4,,남,,,M,K,,,,,
1940-04-28,4,,,,,,,,,,,
1940-04-28,4,,김득만,,,M,K,,,,,
1940-04-28,4,,,,,,,,,,,
1940-04-28,4,,정희선,,,F,K,,,,,
1940-04-28,4,,,,,,,,,,,
1940-04-30,1,,전동맹공산당 (볼) 중앙위원회,,,,,,,,,
1940-04-30,1,caption,TASS,,,,,,,,,
1940-04-30,1,,,,,,,,,,,
1940-04-30,1,,,,,,,,,,,
1940-04-30,1,,,,,,,,,,,
1940-04-30,2,,김관묵,초급당단체 뷰로 책임비서,,M,K,,,,,
1940-04-30,2,caption,TASS,,,,,,,,,
1940-04-30,2,,방영국,,,M,K,,,,,
1940-04-30,2,,본사특정기자,,,,,,,,,
1940-04-30,2,caption,TASS,,,,,,,,,
1940-04-30,2,,,,,,,,,,,
1940-04-30,3,,이그미쏘브 마함베트,크슬-오르다 주위원회 인쓰뜨룩또르,,,,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,,김관묵,,,M,K,,,,,
1940-04-30,3,,조희세,,,M,K,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,,김득만,,,M,K,,,,,
1940-04-30,3,,,,,,,,,,,
1940-04-30,3,정오,editorial,,,,,,,,,
1940-04-30,4,caption,TASS,,,,,,,,,
1940-04-30,4,,브. 니꼴라예브.,,,,,,,,,
1940-04-30,4,,,,,,,,,,,
1940-04-30,4,,군중,,,,,,,,,
1940-04-30,4,caption,,,,,,,,,,
1940-04-30,4,,TASS,,,,,,,,,
1940-04-30,4,,TASS,,,,,,,,,
1940-04-30,4,subscription,editorial,,,,,,,,,
1940-05-01,1,,,,,,,,,,,
1940-05-01,1,caption,,,,,,,,,,
1940-05-01,1,,,,,,,,,,,
1940-05-01,2,,국제공산당 집행위원회,,,,,,,,,
1940-05-01,3,,,,,,,,,,,
1940-05-01,3,caption,이. 끼류스낀,,,,,,,,,
1940-05-01,3,,,,,,,,,,,
1940-05-01,4,,브. 크루스꼬브,,,,,,,,,
1940-05-01,4,,TASS,,,,,,,,,
1940-05-01,4,caption,TASS,,,,,,,,,
1940-05-01,4,,TASS,,,,,,,,,
1940-05-01,4,,TASS,,,,,,,,,
1940-05-01,4,[theater],최길춘,예술지도원,,M,K,,,,,
1940-05-01,4,,,,,,,,,,,
1940-05-06,1,,,,,,,,,,,
1940-05-06,1,,전사섭,,,M,K,,,,,
1940-05-06,1,,,,,,,,,,,
1940-05-06,1,,TASS,,,,,,,,,
1940-05-06,1,caption,TASS,,,,,,,,,
1940-05-06,1,,,,,,,,,,,
1940-05-06,1,출판물긔념을 맞으면서 anniversary,방영국,,,M,K,,,,,
1940-05-06,2,,조동규,,,M,K,,,,,
1940-05-06,2,,김무현,~삼월 1일~ 꼴호즈원,,M,K,,,,,
1940-05-06,2,,고낙천,~연해주 의병~꼴호즈내 당뷰로 비서,,M,K,,,,,
1940-05-06,2,,김순택,~십월의 길~꼴호즈원,,M,K,,,,,
1940-05-06,2,caption,PRAVDA,,,,,,,,,
1940-05-06,2,,전사섭,,,M,K,,,,,
1940-05-06,2,,박진섭,~십월의 길~ 꼴호즈내 당뷰로 비서,,M,K,,,,,
1940-05-06,2,,,,,,,,,,,
1940-05-06,3,,정종환,~깔리닌~ 꼴호즈내 당뷰로 비서,,M,K,,,,,
1940-05-06,3,,김관묵,~광동꼼무나~ 꼴호즈 당뷰로 비서,,M,K,,,,,
1940-05-06,3,,리태선,~연해주 의병~ 꼴호즈 회장,,M,K,,,,,
1940-05-06,3,,주일봉,,,M,K,,,,,
1940-05-06,3,,,,,,,,,,,
1940-05-06,3,,볼세위크적 출판물 잡지,,,,,,,,,
1940-05-06,3,,문봉선,~연해주 의병~꼴호즈 예프레모브식 분조장,,F,K,,,,,
1940-05-06,3,,김사경,~십월의 길~꼴호즈 전원 브리가다 브리가지르,,M,K,,,,,
1940-05-06,3,,,,,,,,,,,
1940-05-06,3,,본사특파원,,,,,,,,,
1940-05-06,3,,김와씰리,주농무부의 농학긔사,,M,R,,,,,
1940-05-06,3,,주일봉,,,M,K,,,,,
1940-05-06,4,,,,,,,,,,,
1940-05-06,4,,김정섭,,,M,K,,,,,
1940-05-06,4,,리순선,,,F,K,,,,,
1940-05-06,4,,,,,,,,,,,
1940-05-06,4,,,,,,,,,,,
1940-05-06,4,,조희세,,,M,K,,,,,
1940-05-06,4,,,,,,,,,,,
1940-05-06,4,,김일천,,,M,K,,,,,
1940-05-10,1,,,,,,,,,,,
1940-05-10,1,caption,,,,,,,,,,
1940-05-10,1,,깔리닌,,,,,,,,,
1940-05-10,1,,깔리닌,,,,,,,,,
1940-05-10,1,,,,,,,,,,,
1940-05-10,1,,,,,,,,,,,
1940-05-10,2,,,,,,,,,,,
1940-05-10,2,table,,,,,,,,,,
1940-05-10,2,table,,,,,,,,,,
1940-05-10,2,table,,,,,,,,,,
1940-05-10,3,table,,,,,,,,,,
1940-05-10,3,독자 사전,,,,,,,,,,
1940-05-10,4,,꼴호즈니크,,,,,,,,,
1940-05-10,4,caption,TASS,,,,,,,,,
1940-05-10,4,,,,,,,,,,,
1940-05-10,4,,전사섭,,,M,K,,,,,
1940-05-10,4,,송일룡,,,M,K,,,,,
1940-05-10,4,,김득만,,,M,K,,,,,
1940-05-10,4,,,,,,,,,,,
1940-05-10,4,,김동훈,,,M,K,,,,,
1940-05-10,4,,국제정세고람인,,,,,,,,,
1940-05-10,4,,조,,,U,U,,,,,
1940-05-16,1,,,,,,,,,,,
1940-05-16,1,,고낙천,,,M,K,,,,,
1940-05-16,1,,김일천,,,M,K,,,,,
1940-05-16,1,,셀렌추크,카사흐쓰딴 공산당(볼) 크슬 오르다 주위원회 비서 / 크슬-오르다주쏘베트 집해위원회회장,,,,,,,,
1940-05-16,2,,루끼야넨꼬,,,,,,,,,
1940-05-16,2,caption,TASS,,,,,,,,,
1940-05-16,2,,렴사일,,,M,K,,,,,
1940-05-16,2,,최창송,,,M,K,,,,,
1940-05-16,3,,,,,,,,,,,
1940-05-16,3,,희철,,,M,K,,,,,
1940-05-16,3,,본사특파기자,,,,,,,,,
1940-05-16,3,,본사특파기자,,,,,,,,,
1940-05-16,3,,방영국,,,M,K,,,,,
1940-05-16,3,,,,,,,,,,,
1940-05-16,3,,,,,,,,,,,
1940-05-16,3,,,,,,,,,,,
1940-05-16,3,,사일,,,M,K,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,,TASS,,,,,,,,,
1940-05-16,4,caption map,,,,,,,,,,
1940-05-16,4,,본사특파원,,,,,,,,,
1940-05-16,4,,리로만,씨르-다리야 ~쓰딸린~ 꼴호즈원,,M,R,,,,,
1940-05-16,4,,고낙천,,,M,K,,,,,
1940-05-18,1,,,,,,,,,,,
1940-05-18,1,caption,TASS,,,,,,,,,
1940-05-18,1,,,,,,,,,,,
1940-05-18,1,,TASS,,,,,,,,,
1940-05-18,1,,,,,,,,,,,
1940-05-18,1,,,,,,,,,,,
1940-05-18,1,,고낙천,,,M,K,,,,,
1940-05-18,1,,정,,,U,U,,,,,
1940-05-18,2,,쓰. 골루베브.,,,,,,,,,
1940-05-18,2,caption,,,,,,,,,,
1940-05-18,2,,,,,,,,,,,
1940-05-18,2,caption,TASS,,,,,,,,,
1940-05-18,2,caption,TASS,,,,,,,,,
1940-05-18,2,,,,,,,,,,,
1940-05-18,2,,조동규,,,M,K,,,,,
1940-05-18,3,,김빠웰,크슬-오르다주 농무부내 주임농학사,,M,R,,,,,
1940-05-18,3,table,,,,,,,,,,
1940-05-18,3,caption,TASS,,,,,,,,,
1940-05-18,3,,,,,,,,,,,
1940-05-18,3,,,,,,,,,,,
1940-05-18,3,,,,,,,,,,,
1940-05-18,4,caption,TASS,,,,,,,,,
1940-05-18,4,,일,,,M,K,,,,,
1940-05-18,4,,한국태,,,M,K,,,,,
1940-05-18,4,뭇는 말에 대답한다,,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,,TASS,,,,,,,,,
1940-05-18,4,subscription,editorial,,,,,,,,,
1940-05-18,4,본사 특고,editorial,,,,,,,,,
1940-05-18,4,missing 광고,,,,,,,,,,
1940-05-22,1,,몰로또브,,,,,,,,,
1940-05-22,1,table,,,,,,,,,,
1940-05-22,1,table,,,,,,,,,,
1940-05-22,1,table,,,,,,,,,,
1940-05-22,2,,욱,,,M,K,,,,,
1940-05-22,2,caption,,,,,,,,,,
1940-05-22,2,,남해룡,,,M,K,,,,,
1940-05-22,2,,김,,,M,K,,,,,
1940-05-22,2,,희철,,,M,K,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,김득만,,,M,K,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,김미하일,,,M,R,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,,,,,,,,,,
1940-05-22,3,,렴사일,,,M,K,,,,,
1940-05-22,4,,뜨레찐쓰끼,수의,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,TASS,,,,,,,,,
1940-05-22,4,,독자사전,,,,,,,,,
1940-05-22,4,,렴사일,,,M,K,,,,,
1940-05-22,4,통지서,,,,,,,,,,
1940-05-24,1,,,,,,,,,,,
1940-05-24,1,,카삭바예브,카스 쎄쎄르 최고쏘베트 쁘레시지움 회장 / 카스 쎄쎄르 최고쏘베트 쁘레시지움 비서,,,,,,,,
1940-05-24,1,caption,TASS,,,,,,,,,
1940-05-24,1,,,,,,,,,,,
1940-05-24,1,,,,,,,,,,,
1940-05-24,1,,,,,,,,,,,
1940-05-24,1,잡보,TASS,,,,,,,,,
1940-05-24,2,,아. 페도로브,,,,,,,,,
1940-05-24,2,,참견자,,,,,,,,,
1940-05-24,2,,김관묵,,,M,K,,,,,
1940-05-24,2,,카사흐쓰딴 공산당(볼) 주위원회,,,,,,,,,
1940-05-24,2,caption,TASS,,,,,,,,,
1940-05-24,2,theater,,,,,,,,,,
1940-05-24,3,,,,,,,,,,,
1940-05-24,3,caption,,,,,,,,,,
1940-05-24,3,,엄마트베이,,,M,R,,,,,
1940-05-24,3,,전사섭,,,M,K,,,,,
1940-05-24,3,,김,,,U,U,,,,,
1940-05-24,3,,김,,,U,U,,,,,
1940-05-24,3,,리순학,,,M,K,,,,,
1940-05-24,3,,박종헌,,,M,K,,,,,
1940-05-24,3,,쁘. 블라도브,,,,,,,,,
1940-05-24,3,,김득만,,,M,K,,,,,
1940-05-24,4,,똘랸체브.,주농무부 동물학긔사,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-24,4,,TASS,,,,,,,,,
1940-05-28,1,,,,,,,,,,,
1940-05-28,1,,,,,,,,,,,
1940-05-28,1,caption,TASS,,,,,,,,,
1940-05-28,1,,깔리닌 ,,,,,,,,,
1940-05-28,1,,,,,,,,,,,
1940-05-28,1,,,,,,,,,,,
1940-05-28,2,,예. 사흐브.,,,,,,,,,
1940-05-28,2,,KAZTAG,,,,,,,,,
1940-05-28,2,,최 그.,주농무부 동물학긔사,,M,R,,,,,
1940-05-28,2,,리표돌,,,M,R,,,,,
1940-05-28,2,,아. 알렉싼드로브.,,,,,,,,,
